name,country_codes,avg_estimated_travel_time,security_deposit,weekly_price,monthly_price,price,Id,
Spacious & Charming by Prospect Pk,US,-7.5,500,430,1550,56,1271,
boğaz & doğa manzaralı,TR,1.838541667,NULL,NULL,NULL,501,1272,
"Kona Reef, F5 - Beautiful remodeled Condo stunning ocean/sunset views",US,-7.5,300,NULL,NULL,159,1273,
İstanbul Üsküdar  Sweet House in Rent for 4 months,TR,1.838541667,791,NULL,NULL,95,1274,
"Centre of Kadikoy, cozy apartment",TR,1.838541667,NULL,NULL,NULL,295,1275,
"The Aloha Studio in Sunny Kihei, Maui!",US,-7.5,NULL,NULL,NULL,110,1276,
Hawaiian Jungle Hut,US,-7.5,NULL,450,NULL,68,1277,
Leo's economy accommodation,AU,1.336805556,NULL,NULL,NULL,65,1278,
Beach living in Dee Why,AU,1.336805556,0,NULL,NULL,151,1279,
We are close to bus station and metro bus...,TR,1.838541667,NULL,NULL,NULL,148,1280,
One istanbul Suadiye 1+1 (50 m2),TR,1.838541667,596,7147,16082,453,1281,
Paradise in Willoughby,AU,1.336805556,1000,NULL,NULL,500,1282,
Room in beach house 200m to beach,AU,1.336805556,NULL,NULL,NULL,45,1283,
Two room suite 1min from subway 20min to Manhattan,US,-7.5,300,NULL,NULL,47,1284,
"Napili Ridge 1 Bed Condo: Wi Fi, A/C, Ocean View",US,-7.5,250,NULL,NULL,157,1285,
New! Hanalei Garden Oasis w/ Pool & Hot Tub,US,-7.5,300,NULL,NULL,159,1286,
Ataköy Marina,TR,1.838541667,NULL,NULL,NULL,58,1287,
MEHMET'S PLACE IN ISTANBUL,TR,1.838541667,0,NULL,NULL,295,1288,
Connection family room seperate toilets.,TR,1.838541667,0,NULL,NULL,654,1289,
cozy flat in the center of taksim,TR,1.838541667,NULL,NULL,4765,295,1290,
Little self contained 1 bedroom just out side city,AU,1.336805556,500,NULL,NULL,135,1291,
Lovely Erskineville terrace near Sydney Uni/RPA,AU,1.336805556,0,NULL,NULL,75,1292,
Cozy Brooklyn Witchy Apartment (Pet Friendly),US,-7.5,0,NULL,NULL,47,1293,
Iconic Sydney CBD Barangaroo Harbour View Living,AU,1.336805556,0,NULL,NULL,200,1294,
Private Room and Bathroom For Our Guests,TR,1.838541667,527,NULL,NULL,105,1295,
Comfy and Quiet Alexandria Apartment,AU,1.336805556,NULL,NULL,NULL,151,1296,
"Light-filled, 1 bedroom apartment in Potts Point",AU,1.336805556,0,NULL,NULL,85,1297,
Bright & Stunning 2BR APT w/City View &Wifi,AU,1.336805556,0,NULL,NULL,151,1298,
Spacious 2 bedroom apt in Chiswick,AU,1.336805556,500,NULL,NULL,159,1299,
Double Room /w Harbour Bridge view,AU,1.336805556,NULL,NULL,NULL,75,1300,
Queen Yataklı Oda & Queen Room,TR,1.838541667,NULL,NULL,NULL,7203,1301,
Private room in the heart of Kadıköy,TR,1.838541667,0,NULL,NULL,79,1302,
Light-filled private room next to Surry Hills,AU,1.336805556,NULL,NULL,NULL,55,1303,
Mall Of İstanbul,TR,1.838541667,524,NULL,NULL,786,1304,
Cosy Apartment near Bogazici (Bosporus) University,TR,1.838541667,0,NULL,NULL,200,1305,
Istanbul Bosphorus flat,TR,1.838541667,NULL,NULL,NULL,1055,1306,
City Centre & Calm Room,TR,1.838541667,NULL,NULL,NULL,179,1307,
Awesome Child Friendly Apartment!,US,-7.5,300,800,NULL,100,1308,
Brooklyn Brownstone apartment,US,-7.5,200,1000,3600,180,1309,
Spacious 2 Bedroom Apartment,AU,1.336805556,134,1220,NULL,161,1310,
Ocean Views and Pool Lounging in 3-bed near Beach,AU,1.336805556,350,NULL,NULL,100,1311,
Suen Apart,TR,1.838541667,NULL,NULL,NULL,417,1312,
Cozy room in Galata,TR,1.838541667,0,NULL,NULL,69,1313,
Old City/Blue Mosque/St. Sophia,TR,1.838541667,NULL,NULL,NULL,174,1314,
Modern style house which is close to Atatürk airp.,TR,1.838541667,596,NULL,NULL,211,1315,
"Large, comfy & bright North Sydney 1 bed apartment",AU,1.336805556,150,NULL,NULL,80,1316,
Centrally located in Bayside / Nice,US,-7.5,NULL,NULL,NULL,90,1317,
Private room in Coogee,AU,1.336805556,NULL,NULL,NULL,50,1318,
"Plumeria House, Poipu Home with a View",US,-7.5,1000,NULL,NULL,675,1319,
"Very Safe, Peaceful, Reliable Istanbul can show.",TR,1.838541667,NULL,NULL,NULL,301,1320,
"Spacious, charming & quiet delight",US,-7.5,400,NULL,NULL,250,1321,
"smoothly, cheap house in Sisli,Istanbul..",TR,1.838541667,0,NULL,NULL,63,1322,
Studio home in Taksim,TR,1.838541667,NULL,NULL,NULL,290,1323,
Executive private room near museum station`,AU,1.336805556,0,NULL,NULL,129,1324,
Wailea Elua Village 2401 - Ocean View,US,-7.5,0,NULL,NULL,489,1325,
Stunning Beachside Studio Unit  on Bondi Beach,AU,1.336805556,250,NULL,NULL,100,1326,
Beachside studio in idealic Bronte,AU,1.336805556,0,NULL,NULL,149,1327,
Trendy and cosy apartment with bay views!,AU,1.336805556,0,NULL,NULL,100,1328,
Family house in Monterey for May/June/part July,AU,1.336805556,NULL,NULL,NULL,165,1329,
"3 bedroom house close to station, CBD and airport",AU,1.336805556,0,NULL,NULL,151,1330,
Dee Why beachside retreat,AU,1.336805556,NULL,NULL,NULL,119,1331,
"Cozy Studios nice , secure and social area Harbiye",TR,1.838541667,NULL,NULL,NULL,264,1332,
"Dublex, 4 Room, Terrace, Sunny House at Center",TR,1.838541667,0,NULL,NULL,206,1333,
Luxury 2 storey apartment with outdoor dining,AU,1.336805556,0,NULL,NULL,200,1334,
Puamana Resort #20-2,US,-7.5,NULL,NULL,NULL,285,1335,
"4 bdrm, 2 bath, 2 living room, kitchen",US,-7.5,500,NULL,NULL,79,1336,
Lanikai La'i Hale with Oceanview 3BD plus Loft/3BA,US,-7.5,500,NULL,NULL,800,1337,
Luxury 2+1 Apartment,TR,1.838541667,NULL,NULL,NULL,285,1338,
Comfortable room in a cosy flat in city center,TR,1.838541667,NULL,NULL,NULL,90,1339,
"Front Row Ocean Views, Super-Spacious Luxury 2/2",US,-7.5,500,NULL,NULL,259,1340,
Cihangir Modern Flat,TR,1.838541667,NULL,NULL,NULL,227,1341,
"Bağdat Caddesi sahilde, her yere yakın, çok şık.",TR,1.838541667,29897,NULL,NULL,749,1342,
Full Lux Apartment Panoramic City Harbour Views,AU,1.336805556,NULL,NULL,NULL,600,1343,
You'll remember the hospitality forever :),TR,1.838541667,0,NULL,NULL,148,1344,
At Home in HONOLULU,US,-7.5,0,NULL,NULL,102,1345,
"Apartment in Montmartre, Paris",TR,1.838541667,596,1906,5361,295,1346,
"Terrace- park view, great location, quiet street.",AU,1.336805556,NULL,NULL,NULL,112,1347,
"4 luxury Mosman bedrooms own ensuites, new kitchen",AU,1.336805556,0,NULL,NULL,300,1348,
"Beautiful, spacious loft in Clinton Hill",US,-7.5,NULL,NULL,NULL,130,1349,
福田口岸/会展中心/商旅/高端现代化两室一厅公寓,CN,2.643518519,NULL,NULL,NULL,526,1350,
Penthouse suite at the heart of Nisantaşı,TR,1.838541667,NULL,NULL,NULL,612,1351,
"Experience like local: perfect location, warm flat",TR,1.838541667,0,NULL,NULL,53,1352,
Marvel Suites in Taksim square,TR,1.838541667,NULL,NULL,NULL,142,1353,
【城遇】樱空 日式loft公寓 近罗湖口岸国贸金光华万象城东门 双地铁口 好住好逛又好吃,CN,2.643518519,0,NULL,NULL,369,1354,
Humble hut in the middle of kihei!!,US,-7.5,100,NULL,NULL,120,1355,
LUXURY PRIVATE HOUSE NEAR BOSPHORUS,TR,1.838541667,0,NULL,NULL,163,1356,
Amazing sea view villa in istanbul,TR,1.838541667,NULL,NULL,NULL,643,1357,
SİSLİ STREET NEAR TO CEVAHİR SHOPPİNG MALL STUDYO,TR,1.838541667,NULL,NULL,NULL,248,1358,
Cozy 1-bedroom in Makiki-Punchbowl,US,-7.5,NULL,850,3000,115,1359,
The Balcony Suite.,TR,1.838541667,NULL,NULL,NULL,401,1360,
Sweet Flat,TR,1.838541667,NULL,NULL,NULL,105,1361,
1 BR w/ Terrace @ Box House Hotel,US,-7.5,NULL,NULL,NULL,299,1362,
Entire Studio Apartment 5 min walk to Sydney Uni!,AU,1.336805556,NULL,NULL,NULL,64,1363,
House for vacation rental furnutare,TR,1.838541667,17868,2680,8934,211,1364,
Acıbadem kadıköy,TR,1.838541667,NULL,NULL,NULL,58,1365,
Central Apartment w Bosphorus&Hist. Peninsula View,TR,1.838541667,NULL,NULL,NULL,390,1366,
H4 Flat with an attic bedroom,TR,1.838541667,527,NULL,NULL,132,1367,
Tarihi köşk küçük oda,TR,1.838541667,NULL,NULL,NULL,169,1368,
Golf Villa C5,US,-7.5,300,NULL,NULL,299,1369,
Luxury Chelsea Townhouse at the High Line,US,-7.5,1500,3500,12000,725,1370,
Designer Flat in East village,US,-7.5,1000,NULL,4500,265,1371,
Fun & Games in Potts Point,AU,1.336805556,200,NULL,NULL,108,1372,
OCEANFRONT*Deluxe Ocean View Sugar Beach Condo,US,-7.5,0,NULL,NULL,129,1373,
Bakırköyde konforlu güvenli sitede daire,TR,1.838541667,0,NULL,NULL,232,1374,
OCEANFRONT COMPLEX  KONA MAKAI AT GARDEN PRICE!,US,-7.5,NULL,NULL,NULL,110,1375,
Charming Beach #1 Cabana Room Single,US,-7.5,95,NULL,1470,61,1376,
Sunseekers Walk To Kamaole Beach I,US,-7.5,200,920,3200,159,1377,
Rumours inn,TR,1.838541667,NULL,NULL,NULL,295,1378,
"Puamana 25B: Walk to Anini beach. Spacious, updated, affordable.",US,-7.5,0,NULL,NULL,222,1379,
"Sealodge F9: Top floor privacy, oceanfront vistas all around, affordable rate",US,-7.5,0,NULL,NULL,222,1380,
"Mauna Kai 5A: Spacious and recently renovated, 8 min walk to Anini beach",US,-7.5,0,NULL,NULL,222,1381,
A 2+1 fully furnished aparment with a cute balcony,TR,1.838541667,NULL,428,NULL,142,1382,
The beautiful room for 2 in TAKSIM,TR,1.838541667,NULL,NULL,NULL,105,1383,
Comfortable Private Studio,US,-7.5,150,625,2250,96,1384,
Makahuena Condo #2-203 - Spacious 3 Bedroom Condo with Pool,US,-7.5,250,NULL,NULL,334,1385,
"Air conditioned comfort at breathtaking, oceanfront Poipu Shores 106A",US,-7.5,250,NULL,NULL,472,1386,
Home sweat home,TR,1.838541667,NULL,NULL,NULL,79,1387,
Galata Ekonomik 1,TR,1.838541667,0,NULL,NULL,158,1388,
Shinyurigaoka Apt 106,US,-7.5,0,NULL,NULL,100,1389,
sahrayıcedit merkezi lokasyon ferah.,TR,1.838541667,0,NULL,NULL,174,1390,
Bakırköy metro geniş daire,TR,1.838541667,NULL,NULL,NULL,179,1391,
Great Rates on Winter Dates + Free Activities! - Royal Kahana Ocean view One bedroom / One bath,US,-7.5,0,NULL,NULL,195,1392,
月租长租罗湖口岸火车站双地铁落地窗北欧一居室双床间,CN,2.643518519,0,NULL,NULL,361,1393,
Newly Renovated Waikiki Studio with beautiful view,US,-7.5,100,NULL,NULL,93,1394,
"Arty, Chic & Quiet Place in the Historical Center",TR,1.838541667,NULL,NULL,NULL,90,1395,
Modern spacious apartment in trendy Newtown,AU,1.336805556,0,NULL,NULL,90,1396,
Roofie,TR,1.838541667,NULL,NULL,NULL,58,1397,
Darling Harbour Gem in Pyrmont Sydney,AU,1.336805556,199,NULL,NULL,139,1398,
KAL#413. Top floor with gorgeous views!,US,-7.5,350,NULL,NULL,159,1399,
"Premium and Cosy Place in Beyoğlu, Galata",TR,1.838541667,893,NULL,NULL,596,1400,
WOW! NEW MODERN BATHROOM *Kaanapali Beach* - G105,US,-7.5,300,NULL,NULL,182,1401,
Grand Opening! 20th Flr. Apt. w/ View and Parking!,US,-7.5,200,NULL,NULL,115,1402,
Özel müstakil villa,TR,1.838541667,NULL,NULL,NULL,801,1403,
Fort Greene brownstone 1BR- SUBLET,US,-7.5,300,650,2453,70,1404,
Peacefull single room in Dancing Flat,TR,1.838541667,0,NULL,NULL,58,1405,
Cozy North Shore Studio,US,-7.5,0,NULL,NULL,120,1406,
Blue Sanctuary Queen Bedroom 2nd Floor,US,-7.5,0,NULL,NULL,45,1407,
Exquisite Furnished 1-BR Studio,US,-7.5,1000,NULL,3400,108,1408,
Huge 3 bedroom apartment Chatswood,AU,1.336805556,1000,NULL,NULL,350,1409,
"Treetop Suite, Magical Location, Wonderful People",AU,1.336805556,300,NULL,NULL,71,1410,
ŞİŞLİ SQUARE CENTRAL HOUSE,TR,1.838541667,NULL,NULL,NULL,121,1411,
Ocean view Luxury updated 2 bedroom 2 ensuite bath,US,-7.5,NULL,NULL,NULL,169,1412,
U13 One-Bedroom Apartment 3-pax (Pyrmont St),AU,1.336805556,0,NULL,NULL,178,1413,
Beşiktaşta Özel Oda,TR,1.838541667,NULL,NULL,NULL,121,1414,
L Honoapiilani Condo #120993 *NO GUEST SERVICE FEE*,US,-7.5,500,NULL,NULL,310,1415,
NEW-Kamuela Luxury Resort Townhome on Kohala Coast,US,-7.5,NULL,NULL,NULL,400,1416,
Waikiki Banyan Tower 2 Suite 3704 *No guest service fee*,US,-7.5,500,NULL,NULL,307,1417,
Cozy home!,AU,1.336805556,NULL,NULL,NULL,37,1418,
"Wailea Ekahi Village 28F- 1 Bedroom, Ocean View!!",US,-7.5,300,NULL,NULL,305,1419,
Sora Home-3  Qeen bed,US,-7.5,NULL,NULL,NULL,59,1420,
nice single room near unsw kingsford,AU,1.336805556,NULL,NULL,NULL,70,1421,
Beautiful 1/1/1 in Waikiki!,US,-7.5,0,NULL,3150,142,1422,
The Back Corner,AU,1.336805556,250,NULL,NULL,70,1423,
Oceanfront Sun Suite - Beachfront Oasis  ✔Wifi ✔AC,US,-7.5,150,NULL,NULL,139,1424,
Room in East Village with Private Entrance,US,-7.5,NULL,NULL,NULL,88,1425,
Stylish 2 BDR Apartment -Close to Redfern Station,AU,1.336805556,700,NULL,NULL,181,1426,
Renovated Federalist House with a Private Garden and Hot Tub,AU,1.336805556,1500,NULL,NULL,299,1427,
Room in Osmanbey,TR,1.838541667,0,NULL,NULL,90,1428,
Taksim !! Good location!! Venüs hotel,TR,1.838541667,NULL,NULL,NULL,248,1429,
Marriott’s Waikoloa Ocean Club,US,-7.5,NULL,NULL,NULL,300,1430,
The Pineapple Surf Shack,US,-7.5,0,NULL,NULL,130,1431,
Padawan Private Suite,US,-7.5,NULL,NULL,NULL,25,1432,
Mya guest attic @ bahariye / kadıköy,TR,1.838541667,0,NULL,NULL,179,1433,
Bondi Beach House,AU,1.336805556,NULL,NULL,NULL,70,1434,
Pili Mai 2L,US,-7.5,0,NULL,NULL,522,1435,
Whale Beach Pittwater Views- By Escape Vacations,AU,1.336805556,2000,NULL,NULL,699,1436,
"Coastal Apartment with Cafes, Bars & Beach at Your Doorstep",AU,1.336805556,400,NULL,NULL,250,1437,
Makuu Palms Guest House Walk to Beach Park,US,-7.5,0,NULL,NULL,90,1438,
"Queen Studio, Full Kitchen 1.5 mins from the Beach",US,-7.5,0,NULL,NULL,138,1439,
''feel like home'' Central Flat,TR,1.838541667,0,NULL,NULL,137,1440,
"NEW LISTING! Beautiful home w/ lanai, central location & easy beach access!",US,-7.5,NULL,NULL,NULL,776,1441,
Your Amazing Vacation Apartment!,US,-7.5,200,NULL,NULL,100,1442,
Little Albion Guest House - Classic,AU,1.336805556,NULL,NULL,NULL,249,1443,
Spare Guest Rooms in a Resort-Style House,AU,1.336805556,0,500,1600,85,1444,
Quaint apartment in an excellent location,AU,1.336805556,500,NULL,NULL,119,1445,
Travel House,TR,1.838541667,NULL,NULL,NULL,158,1446,
"Yasilkent Mahallasi, Fitower",TR,1.838541667,0,NULL,NULL,264,1447,
The Most Central Place in Istanbul,TR,1.838541667,NULL,NULL,NULL,132,1448,
the center of Kadıköy - 2 rooms & 1 living room,TR,1.838541667,432,NULL,NULL,195,1449,
Hamakua Hideaway Cliff House,US,-7.5,NULL,1600,5000,250,1450,
Sefa Apartments Harbiye,TR,1.838541667,NULL,NULL,NULL,127,1451,
"Bright room, super close to station and center",AU,1.336805556,NULL,NULL,NULL,38,1452,
深圳福田口岸地铁口/会展中心/福田CBD小区公寓套房,CN,2.643518519,0,NULL,NULL,620,1453,
"Cosy, Comfy & Central in Potts Point",AU,1.336805556,0,NULL,NULL,90,1454,
room in the center of Beşiktaş,TR,1.838541667,596,NULL,NULL,237,1455,
,TR,1.838541667,NULL,2502,8934,385,1456,
Sydney Olympic Park Apartment,AU,1.336805556,150,NULL,NULL,135,1457,
Kozyatağı Single Room in 3br Spacious Flat,TR,1.838541667,NULL,NULL,NULL,79,1458,
A spacious and bright maisonette w/ideal location!,TR,1.838541667,1191,NULL,NULL,295,1459,
高级公寓2-4人家庭房/皇岗福田双口岸/地铁口高端小区/近会展中心 购物公园 福田高铁站,CN,2.643518519,NULL,NULL,NULL,447,1460,
Special room at Cihangir center.,TR,1.838541667,NULL,NULL,NULL,74,1461,
"Summer Perfect, 2 Bed, Pool & A/C in Elizabeth Bay",AU,1.336805556,NULL,NULL,NULL,141,1462,
A room in Kadıköy for single or couple travellers,TR,1.838541667,NULL,NULL,NULL,79,1463,
Single room in middle of taksim City,TR,1.838541667,NULL,NULL,NULL,105,1464,
İstanbul’u keşfetmek buradan çok kolay olucak,TR,1.838541667,NULL,NULL,NULL,200,1465,
New & Airy Apartment Next To Green Square Station,AU,1.336805556,500,NULL,NULL,95,1466,
"★ MAUI BEACH LOFT- Kihei, HI ★",US,-7.5,0,NULL,NULL,188,1467,
O'hana Retreat *We pay your guest service fee*,US,-7.5,500,NULL,NULL,331,1468,
The Kona Coffee Condo,US,-7.5,300,595,2000,85,1469,
İstanbul Birden fazla bölümden oluşan bina,TR,1.838541667,NULL,NULL,NULL,148,1470,
light sunny room 2 min to beach.,AU,1.336805556,250,NULL,NULL,70,1471,
Cosy and central apartment with garden in Cihangir,TR,1.838541667,0,NULL,NULL,279,1472,
KINALIADA'DA DENİZ MANZARALI ŞİRİN BİR EV,TR,1.838541667,480,NULL,NULL,169,1473,
Entire apt perfect location,TR,1.838541667,5273,NULL,NULL,216,1474,
HONUA KAI FAMILY VALUE 2br/1ba - Don't miss!,US,-7.5,300,NULL,NULL,439,1475,
Ataşehir'e 5 dk Rezidens'te Çatı Katı,TR,1.838541667,0,NULL,NULL,174,1476,
COMPLIMENTARY WINE & CHILD FRIENDLY,TR,1.838541667,1582,2373,NULL,211,1477,
Eyup Sultan Family Apartment,TR,1.838541667,NULL,NULL,NULL,538,1478,
"SUNNY, SPACIOUS APT. in  FT. GREENE",US,-7.5,200,600,2200,88,1479,
East Village w/ Private Bathroom & Roof & Elevator,US,-7.5,250,NULL,NULL,90,1480,
İstanbul Müstakil ev,TR,1.838541667,NULL,NULL,NULL,158,1481,
Dizi/Film icin kiralanir. Let's share my home ! :),TR,1.838541667,NULL,NULL,NULL,649,1482,
LEGNOCASA,TR,1.838541667,NULL,NULL,NULL,127,1483,
6 bd country living near beach,US,-7.5,500,NULL,NULL,420,1484,
The Mini Single,AU,1.336805556,200,NULL,NULL,129,1485,
Beşiktaş Central Fresh Villa Fully New Furnished,TR,1.838541667,NULL,NULL,NULL,406,1486,
"Close to Ala Moana Shopping Center, Hotel room, 2 beds",US,-7.5,NULL,NULL,NULL,199,1487,
Sunny Apartment right on the beach in North Bondi,AU,1.336805556,300,NULL,NULL,129,1488,
'The Dunes' Luxury 2 Bed Beach Guesthouse Cronulla,AU,1.336805556,200,NULL,NULL,139,1489,
"Spacious 1 bedroom, prime location.",US,-7.5,500,1350,NULL,200,1490,
The Lilikoi Inn,US,-7.5,NULL,NULL,NULL,145,1491,
Suburban Bush Retreat Room 2,AU,1.336805556,NULL,NULL,NULL,50,1492,
private bedroom at great location,AU,1.336805556,NULL,NULL,NULL,31,1493,
İstanbul Birden fazla bölümden oluşan giris katı,TR,1.838541667,NULL,NULL,NULL,269,1494,
Sunny Room with balcony. Free big space for yoga:),TR,1.838541667,0,NULL,NULL,63,1495,
Room in stunning beach house,AU,1.336805556,NULL,NULL,NULL,55,1496,
Luxury & Cozy Apartment in Heart of Sydney CBD,AU,1.336805556,0,NULL,NULL,289,1497,
BIG HEAVEN IN HONOLULU,US,-7.5,400,NULL,NULL,425,1498,
Great Building Compleks and Relax Location,TR,1.838541667,NULL,NULL,NULL,105,1499,
Studio Bimbadeen,AU,1.336805556,0,NULL,NULL,166,1500,
A Cute Room in Balat,TR,1.838541667,NULL,NULL,NULL,163,1501,
"KÜÇÜK, ŞİRİN BAHÇELİ EV FATİH’TE",TR,1.838541667,NULL,NULL,NULL,248,1502,
Quiet Hideaway in Middle of Everywhere,AU,1.336805556,300,NULL,NULL,125,1503,
Ataşehir finas Merkezi Site içinde Mobilyalı Daire,TR,1.838541667,NULL,NULL,NULL,401,1504,
Luxury 1-bedroom apartment in Maslak,TR,1.838541667,0,NULL,NULL,364,1505,
Nişantaşı Flat,TR,1.838541667,0,NULL,NULL,211,1506,
Istanbul Single family home,TR,1.838541667,NULL,NULL,NULL,1055,1507,
Family&Friends Room middle in TAKSIM,TR,1.838541667,NULL,NULL,NULL,237,1508,
Williamsburg great location,US,-7.5,100,NULL,NULL,130,1509,
Executives Den - Suite 3 - Buxton House,AU,1.336805556,0,NULL,NULL,105,1510,
Spacious and convenient 2 bedroom apartment,AU,1.336805556,0,NULL,NULL,250,1511,
Females only for midtown apt share,US,-7.5,100,490,NULL,70,1512,
şişli-kiralık daire,TR,1.838541667,0,NULL,NULL,127,1513,
"Cozy, Central Flat near Taksim Squere Free Wifi #2",TR,1.838541667,0,NULL,NULL,295,1514,
New apartment near city centre and shops for 4 ppl,AU,1.336805556,0,NULL,NULL,145,1515,
Besiktas Flat,TR,1.838541667,0,NULL,NULL,248,1516,
Room at Fancy Building,TR,1.838541667,527,NULL,NULL,148,1517,
10 min CBD Taste Vill Life Leichhardt/Haberfield,AU,1.336805556,1000,NULL,NULL,350,1518,
Marriott's Ko Olina Beach Club,US,-7.5,0,NULL,NULL,470,1519,
Kamaole Villa    Maui County Ordinance number 3909,US,-7.5,2000,NULL,NULL,2060,1520,
The Westin Ka'anapali Ocean Resort Villas North,US,-7.5,NULL,NULL,NULL,700,1521,
Kathleen's Celtic House - Michael Room,AU,1.336805556,200,NULL,NULL,70,1522,
Stunning Bosphorus sea view 2+1  flat Istanbul,TR,1.838541667,0,NULL,NULL,496,1523,
Kona Ali’i 502 Oceanfront Condo,US,-7.5,250,NULL,NULL,175,1524,
"Esentepe, Şairler Street",TR,1.838541667,NULL,NULL,NULL,211,1525,
Havaalanı Yakınında Kardelen Sitesi,TR,1.838541667,0,NULL,NULL,100,1526,
istanbul taksim  beyoğlu,TR,1.838541667,0,2109,15818,58,1527,
"GREAT VIEW, COZY ROOM and maybe RENTAL CAR too",US,-7.5,0,NULL,1599,69,1528,
☀️ Large modern room in the heart of Bondi Beach!,AU,1.336805556,0,NULL,NULL,100,1529,
Kauai Shores Hotel: Ocean View Room,US,-7.5,NULL,NULL,NULL,249,1530,
Bondi Garden Bungalow,AU,1.336805556,1000,NULL,NULL,264,1531,
Appartement Spacieux à 2 minutes du metro/metrobus,TR,1.838541667,NULL,NULL,NULL,179,1532,
3Bed/2Bath on the Kailua Canal + Full Size Laundry,US,-7.5,500,NULL,NULL,250,1533,
Kailua Blue Ocean Breeze/Across Beach,US,-7.5,100,NULL,NULL,80,1534,
2Units2Bedrooms2Bathrooms2ParkingOffPremises,US,-7.5,0,NULL,NULL,240,1535,
Family Hawaiian Paradise on Marina Top Level,US,-7.5,299,NULL,NULL,413,1536,
Two Apartments  The First Ottoman Suites,TR,1.838541667,NULL,NULL,NULL,1186,1537,
【超赞新房】视野超开阔的福田口岸CBD会展中心1969主卧大床房(吉维尼蓝),CN,2.643518519,800,NULL,NULL,408,1538,
Four Deluxe Apartments The First Ottoman Suits,TR,1.838541667,NULL,NULL,NULL,4761,1539,
Квартира на улице в центре города.,TR,1.838541667,0,NULL,NULL,95,1540,
Rahat ve Güvenilir,TR,1.838541667,NULL,NULL,NULL,63,1541,
Private Room in a Central Location,TR,1.838541667,NULL,NULL,NULL,79,1542,
Newley Renovated Master Studio Suite North Shore,US,-7.5,300,NULL,NULL,135,1543,
Roof House +Free Breakfast+Wi-Fi+15 min to Airport,TR,1.838541667,0,NULL,NULL,142,1544,
Pahoa House.,US,-7.5,NULL,NULL,NULL,30,1545,
Direct Ocean Front North Shore Condo. Amazing View,US,-7.5,0,NULL,NULL,245,1546,
Gorgeous Hawaiian Views 1 Bedroom Apt,US,-7.5,NULL,NULL,NULL,110,1547,
Large New York style loft,US,-7.5,200,NULL,NULL,120,1548,
Hayyam St. Flat  Central and Historical Building,TR,1.838541667,0,NULL,NULL,179,1549,
Historic apartment in Taksim square,TR,1.838541667,0,NULL,NULL,69,1550,
2 KİŞİLİK ODA,TR,1.838541667,NULL,NULL,NULL,248,1551,
CRONULLA BEACH HOUSE,AU,1.336805556,1000,4500,19500,571,1552,
Luxury Apartment Sea View and Balcony,TR,1.838541667,NULL,NULL,NULL,290,1553,
3.silent corner 30 seconds from the tramway,TR,1.838541667,NULL,NULL,NULL,232,1554,
İstanbul Birden fazla bölümden oluşan bina,TR,1.838541667,NULL,NULL,NULL,148,1555,
"***little NeSt***@Epping--1 bedroom APT, NEAT!",AU,1.336805556,200,NULL,NULL,109,1556,
My Studio,TR,1.838541667,0,NULL,NULL,100,1557,
Комната в европейской части Стамбула,TR,1.838541667,NULL,NULL,NULL,95,1558,
❤️Economic✔Free Wifi✔Bedroom✔3 min İstiklal Street,TR,1.838541667,0,NULL,NULL,100,1559,
WOW! 2 BR NEW KITCHEN  * KAANAPALI BEACH * 1500 sq ft - D100,US,-7.5,300,NULL,NULL,244,1560,
Kanai A Nalu # 215,US,-7.5,NULL,NULL,NULL,331,1561,
Loti Single Room,TR,1.838541667,0,NULL,NULL,833,1562,
Cozzy room at Bostancı (Close to transports),TR,1.838541667,614,NULL,NULL,95,1563,
Breezy mountain home near the heart of Honolulu,US,-7.5,500,NULL,NULL,120,1564,
Resort w/3 Pools &1 min to famous Beach Remodeled!,US,-7.5,200,NULL,NULL,159,1565,
Vista - 2 Bedroom Beach Front Apartment in Dee Why,AU,1.336805556,500,NULL,NULL,151,1566,
Private Room and Comfortable Space,TR,1.838541667,NULL,NULL,NULL,79,1567,
Cozy house with a nice view,TR,1.838541667,0,NULL,NULL,142,1568,
Waialua Ocean View Oasis Condo! With AC!,US,-7.5,200,NULL,NULL,135,1569,
Amazing sea View - Comfortable & Triplex Apartment,TR,1.838541667,0,NULL,NULL,749,1570,
Comfy & Leafy Miranda approx 5km to Cronulla Beach,AU,1.336805556,250,320,1200,55,1571,
Private rm/bathroom/Ocean view house/Peaceful,US,-7.5,100,NULL,NULL,69,1572,
English Cottage in Hawaii,US,-7.5,0,NULL,NULL,74,1573,
The Modern Mango House / Spa,US,-7.5,0,NULL,NULL,299,1574,
"Apartment with Balcony , Sultan Ahmet",TR,1.838541667,NULL,NULL,NULL,395,1575,
Main Retreat,US,-7.5,250,NULL,NULL,250,1576,
Beautiful 2Bed/2Bath | Ocean View | Steps to Beach,US,-7.5,0,NULL,NULL,255,1577,
Room with bosphorus view in the centre of üsküdar.,TR,1.838541667,NULL,NULL,NULL,200,1578,
Available after MAY full furnished room,TR,1.838541667,NULL,NULL,NULL,148,1579,
Large private room in Bondi 15mins from Beach!,AU,1.336805556,NULL,NULL,NULL,300,1580,
Cozy room in Beyoğlu/Taksim,TR,1.838541667,NULL,NULL,NULL,179,1581,
"BY BEACH*Awesome, large condo w/ loft by AMENITIES",US,-7.5,0,NULL,NULL,180,1582,
La Sera Suites Pera 501,TR,1.838541667,NULL,NULL,NULL,295,1583,
